Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Y
39.83220981659684,10.683696985093107,10.4278323366022,25.471757324489218,100.93269005548007,6.09795904917795,86.59782112112859,10
48.33460774465745,65.30339194669105,127.88655357095621,23.08978000238697,71.25360669715428,6.842943037317437,139.3512796123748,18
-6.391617875549031,68.22542062680371,20.92473208767279,20.79542738212674,47.394803687760785,6.979649190315214,63.518866749027154,18
64.27142411846728,80.77173790200324,-4.659833872455579,22.333417742320577,87.34420445921579,6.223267061357985,137.3243452026399,21
38.89668337410656,47.40515198611088,-38.4252115732927,27.81299486386165,93.53792541987312,6.242436509526088,52.139279491377806,0
75.40136258749135,71.99740796274386,47.728159608580405,20.643825534768595,94.278681763597,6.63824886017906,109.43702552109826,9
40.6115495853088,95.18675329433836,-66.80247420610895,19.406921561137565,59.614400689073086,7.683501791098981,210.0636821972523,9
71.2526793412884,42.67564461464124,36.19574818859613,25.119284391012823,85.82352172151693,6.271981740882265,154.75338611899946,17
37.576168718030104,135.82170341419146,15.10569529666136,16.238748571623418,73.93209047057915,6.140603792056013,116.98732879165863,9
97.12360703108618,-0.19837115974733166,73.31740474682329,24.29717229710557,72.62300116832917,5.819010635410974,72.93212562001474,15
45.327098742515986,76.52045559307186,8.375355145223544,28.833558600081357,81.68871253428726,7.125690888946637,86.04509596266097,6
-2.0906849659458473,-18.014480723339958,-54.73529847534891,29.991033648100142,66.7065486271399,6.807030075052115,17.72770661272314,5
116.0759695176229,91.28640628581297,126.63553874278188,27.611286874391062,62.021224694088914,6.969736817911357,150.67469726040088,17
40.60751728471226,24.498287262428597,45.633383055293606,22.656898887830163,92.89983153742122,5.539647007270718,119.24416388081518,19
45.43022055937685,114.7000962166972,-63.5907869041927,23.068349368407127,57.42256598877259,6.383087252244915,63.80051354693895,21
93.85967633912759,104.27244016656866,117.29181271101898,26.38184836270671,58.17222688758195,6.149921152826305,109.7634876871472,20
77.83602332798431,49.95906833490617,92.47751008743617,32.22441572129355,67.75743172673288,6.5225712583533495,191.3951574477984,10
39.9312099388652,37.485211902453344,11.470316429604594,16.338153230210477,93.15961556129108,6.9114838570962895,85.15583898794873,17
-22.8756120713527,25.17100065726123,21.549808318991474,33.3715332500916,87.10085224470004,4.688923683754016,139.186025212463,6
2.4884246383858155,-35.22750863703247,9.971610636616319,25.781033401516197,76.92473345166096,6.863324372333655,180.56065118010432,0
54.8131127375177,41.903210462187715,-3.075813001379423,22.978723806744313,32.31105878135724,5.63969485551507,47.196400950425065,10
91.16916099372713,36.13450106532014,1.5198934115106866,13.451962094965522,57.16809907477605,5.89583586329033,83.65038383596496,10
69.20964767242566,44.03536939414924,27.855806362458722,21.737916355682493,56.56774777645832,7.061943975578167,123.80968544772426,19
-0.25211488203594,97.2238599734221,15.772519493920925,15.59330123912545,38.828121390572505,6.1967944617238615,189.7618294734716,9
58.66751098688742,67.9449174176656,28.97263558026383,21.167141579548115,83.13586028067385,6.178559733811264,157.04348366595664,15
31.80401670215616,71.10660995828982,66.221877822802,22.826442087706393,64.18928185642112,5.904700665562239,92.58182572958711,6
50.183283658055885,20.759203646958106,130.68852607111143,25.983459550354134,97.6776932928066,5.628594674831635,214.3499400810756,8
44.898473575897405,102.64227975915159,33.32688171334543,27.305161499582116,90.57368078915124,6.539340352045168,72.85121766556749,18
80.9149874932013,24.046090780607816,-87.3026929499802,29.95823767038895,61.75004515990349,7.273515114528438,195.96777720538262,12
31.599674544702452,51.290227043358534,90.54459011827831,24.379493956524545,70.37363536442497,6.5785788438810995,51.390705632044515,16
57.031365400442304,10.180920445439483,124.92062981544993,25.133867080002016,80.18854678132564,6.309921922140057,120.77284203670607,6
55.82431823799904,44.06918928409211,141.608444259144,17.27625674832729,88.52845526804487,6.766237452998229,59.8017466748175,4
46.9058470856232,59.2862337982412,73.14370859857105,17.06485760154755,52.159836422945574,5.575547487801714,28.22649610523075,13
112.05930902651627,48.19175027706928,-32.82397107233223,27.55221870506411,86.96996287035304,6.283162513485511,68.24323449143296,19
46.5032146963933,86.0367820429714,112.76076780187945,23.90547676734626,89.45010718548221,6.16704676876931,190.18963676047264,19
59.92444787161382,108.35144076374615,91.5313570110419,30.646484145913032,84.20822848051618,7.578031808642386,135.81372588891944,12
89.34079492570038,78.66828498133421,95.62189578957079,29.11168521985479,80.47834872004427,6.173547018735493,75.66266956393622,10
28.8032407720907,75.30484493632868,98.88551045526478,24.45959581515284,37.966354592417105,7.0233898583286365,97.03904564776224,13
89.42994730506683,34.541132613924134,54.31420717289287,18.82067589132809,47.52997172024701,7.5104985224308844,230.0402909189795,19
8.61291536360779,75.92324520173858,-8.933132794982981,32.05278680201078,55.90351583759799,6.408880222400364,120.29857017568958,0
75.42989715973206,72.90219282079563,56.48634698705527,20.53720940928169,95.63812311290222,6.198974254947817,42.32617887281019,14
48.46126674067448,75.34923528110764,46.16173595271629,19.952442284389406,92.19025113165233,6.1727897221904575,11.528796095361756,16
118.78207490244034,55.611753365822665,45.87124033576234,28.512440361425206,72.37767415530531,7.541084486484155,91.06433136114894,19
-40.62668429200975,73.7491392391465,-9.379687378844146,20.79802121987262,76.12418375483284,6.799374767792147,193.31266335953927,7
56.34638752036964,19.432786411234794,42.43552885617724,26.868599393203525,95.52705255835278,6.85205213451648,215.4263214899384,3
45.553676106934745,36.206453125907395,101.02066960472473,30.337476487464752,79.20472406468843,7.620590812332637,85.90824470645909,20
106.36313789377127,60.909215590034535,-31.32289943390002,23.536061209762423,60.54808037441944,6.507760552207598,32.56803283706829,14
